preds,labels
0.3529446,0
0.32610944,0
0.43252966,0
0.38610518,0
0.41228372,0
0.4116679,0
0.4524015,0
0.40641475,0
0.45410952,0
0.49097598,0
0.42387006,0
0.41438437,0
0.3978575,0
0.42623174,0
0.40721047,0
0.47235477,0
0.48393285,0
0.36394203,0
0.4928507,0
0.4988273,0
0.39062625,0
0.3616227,0
0.39134595,0
0.44051072,0
0.5173527,0
0.52239776,0
0.42047673,0
0.46238384,0
0.39480048,0
0.44311705,0
0.3940581,0
0.39092383,0
0.40900442,0
0.47871184,0
0.49996993,0
0.4630612,0
0.4845693,0
0.45801976,0
0.46186435,0
0.4008126,0
0.389976,0
0.39940605,0
0.343668,0
0.43486544,0
0.42323783,0
0.42147008,0
0.4225616,0
0.49497533,0
0.49666548,0
0.41116282,0
0.5118997,0
0.31421575,0
0.3675742,0
0.47113964,0
0.35145524,0
0.37393838,0
0.6044985,0
0.58469486,0
0.6367681,1
0.53661984,1
0.5024131,1
0.40050566,1
0.41149238,1
0.46776775,1
0.45817906,1
0.5126296,1
0.47113335,1
0.5848656,1
0.46924183,1
0.44139817,1
0.3921951,1
0.42182174,1
0.4486154,1
0.56588906,1
0.51019007,1
0.5293148,1
0.37948748,1
0.51445985,1
0.3942483,1
0.40337035,1
0.5068568,1
0.4919185,1
0.43772924,1
0.46571517,1
0.59908104,1
0.49113876,1
0.38277456,1
0.3913414,1
0.41608042,1
0.46305016,1
0.5283481,1
0.50507367,1
0.41537574,1
0.45054772,1
0.5224737,1
0.48926234,1
0.41195628,1
0.47228524,1
0.50117123,1
0.37783867,1
0.38513392,1
0.48627618,1
0.54533285,1
0.4777684,1
0.45111778,1
0.52334946,1
0.57628155,1
0.36234805,1
0.41545844,1
0.5071466,1
0.47189164,1
0.44855395,1
0.499468,1
0.4739746,1
0.47265682,1
0.47595942,1
0.48120716,1
0.42107594,1
0.43847206,1
0.42258844,1
0.46821168,1
0.44243807,1
0.4915226,1
0.4396992,1
0.4000744,1
0.40769702,1
0.46233246,1
0.44817734,1
0.45333755,1
0.3910227,1
0.4408188,1
0.51540416,1
0.5355082,0
0.44668236,0
0.47862735,0
0.45712274,0
0.4496053,0
0.38864934,0
0.37016016,0
0.39281064,0
0.34446338,0
0.34284076,0
0.34652498,0
0.38744393,0
0.4397628,0
0.39346173,0
0.4433814,0
0.47242722,0
0.4259182,0
0.41477555,0
0.3431631,0
0.3650733,0
0.36507872,0
0.42617738,0
0.4020599,0
0.41173774,0
0.4686328,0
0.44093743,0
0.428941,0
0.37534922,0
0.39109716,0
0.370259,0
0.37704372,0
0.4147115,0
0.3178571,0
0.31279963,0
0.38524058,0
0.40745887,0
0.5534199,1
0.48625556,1
0.36205438,1
0.39905885,1
0.42200768,0
0.430832,0
0.5205713,0
0.45018697,0
0.41123307,0
0.41910183,0
0.3737232,0
0.38883874,0
0.40180504,0
0.35257524,0
0.2791858,0
0.32539824,0
0.32749608,0
0.50030696,0
0.4795186,0
0.43699768,0
0.47054788,0
0.39419183,0
0.3903039,0
0.40398666,0
0.3747028,0
0.4541814,0
0.43011326,0
0.39515427,1
0.44341993,1
0.45944554,1
0.539112,1
0.48316103,1
0.51107466,1
0.42385012,1
0.45158055,1
0.4134249,1
0.43329057,1
0.45234025,1
0.5592916,1
0.47236952,1
