preds,labels
0.0014146131,0
0.0012242802,0
0.0026320575,0
0.0022404038,0
0.0015518158,0
0.0015669167,0
0.0017717504,0
0.0017003404,0
0.0022409055,1
0.0032088605,0
0.001245983,0
0.0011564805,0
0.0014050122,0
0.0013605561,0
0.008848614,1
0.0022979344,1
0.002070779,0
0.0018545869,0
0.0010774147,0
0.0022541254,1
0.0019034484,1
0.0021571591,0
0.0011471444,1
0.0023444053,1
0.0014502391,0
0.0015679897,0
0.0022734655,0
0.0032261654,1
0.001238499,0
0.0019999377,1
0.0027699072,1
0.0017251861,0
0.0013504644,1
0.0039838725,0
0.0021988382,0
0.0011884267,0
0.0013701833,0
0.0014141891,0
0.001621653,0
0.0012483109,0
0.0012605329,1
0.0011714825,0
0.0017761536,1
0.0025718817,0
0.002744971,0
0.0012768052,0
0.0015063948,0
0.0014158804,1
0.0012326784,0
0.0019020559,0
0.002694915,0
0.0012768225,0
0.0014123011,0
0.0035577386,1
0.0013874467,0
0.0016344753,0
0.002758599,1
0.0038319076,1
0.0020433485,0
0.0021122987,1
0.0012386861,0
0.0020732519,1
0.0011497377,0
0.0013257759,0
0.004304156,0
0.0024726125,0
0.0012254739,0
0.00220164,1
0.0012760978,0
0.0019629116,0
0.0036816131,0
0.009524825,0
0.0011711342,0
0.0013219423,1
0.0018598425,0
0.0012140226,0
0.001557479,0
0.0013417036,0
0.0014386068,0
0.002032567,0
0.0031160775,1
0.0015991749,0
0.0013800595,1
0.0013802125,0
0.0024524047,1
0.0025822374,1
0.0015571014,0
0.001301014,0
0.0012565379,1
0.0015740291,0
0.0012408694,1
0.0010155875,0
0.001495147,0
0.00162772,1
0.0016408628,0
0.0025037196,0
0.0010861689,0
0.0015635903,0
0.0016656211,0
0.0011959859,0
0.002611444,1
0.0012627434,0
0.002584441,0
0.0020060404,0
0.0027894443,1
0.0017258896,1
0.0022258724,1
0.0015531866,0
0.0015756881,0
0.0017510548,0
0.0015879186,0
0.001347686,0
0.0017923955,0
0.0014590545,0
0.0019322301,0
0.0017571786,0
0.002454166,0
0.0016631389,0
0.0011952312,1
0.0014529949,0
0.0039049347,1
0.001800945,0
0.0013563704,0
0.0035110107,0
0.0012057303,0
0.0026241324,1
0.0012622707,0
0.002489069,0
0.0020498328,1
0.0018803375,0
0.0013369798,0
0.0017762815,0
0.001208826,1
0.0012938582,0
0.0027258662,0
0.0013480731,0
0.0022078895,0
0.0014841727,0
0.0016298925,1
0.0013684147,0
0.001348208,0
0.0015804023,0
0.0016258663,0
0.0014300714,1
0.0037468188,1
0.0017316544,0
0.001826058,1
0.0018248338,0
0.0014112496,1
0.0011619686,0
0.0023919619,0
0.0016798141,0
0.0013615954,0
0.0020645412,0
0.0021926498,0
0.0010285067,0
