preds,labels
0.0035193698,1
0.0023234603,0
0.0019172911,0
0.004582792,0
0.0019124694,0
0.003630254,1
0.0059536193,0
0.007164813,1
0.0020256205,0
0.016206067,1
0.0019071342,0
0.0040123574,1
0.0019684022,0
0.0019141376,0
0.0050721522,1
0.002078676,1
0.0037456201,1
0.0019086377,0
0.0019075235,0
0.0019135617,0
0.004589476,1
0.0019125822,1
0.0120064225,1
0.0019065287,0
0.0019161244,0
0.0023926606,1
0.00570128,1
0.0019318085,0
0.006310071,1
0.0018919527,0
0.010232082,1
0.006513347,1
0.003707335,0
0.012351525,1
0.0055998997,0
0.0019075568,0
0.0019056427,0
0.0019474647,0
0.013490169,1
0.010447896,1
0.001913592,0
0.012761487,1
0.003838924,1
0.004549143,1
0.001980288,0
0.0026001057,1
0.003591042,0
0.0031376625,0
0.0019293315,0
0.0022941637,1
0.001915059,0
0.0026308666,1
0.0019080503,0
0.012667698,1
0.005602932,0
0.0019288118,0
0.001912093,0
0.0019061844,0
0.00452041,1
0.0019370648,0
0.005166694,0
0.0025083853,1
0.0019069794,0
0.0019245503,0
0.0021161817,1
0.01382805,1
0.002116815,1
0.001911699,0
0.0019056853,0
0.006557793,1
0.0019336503,0
0.0019121808,0
0.0019050556,0
0.00419854,1
0.010909386,1
0.006859989,0
0.005371135,1
0.0019044231,0
0.0019056638,0
0.0019048806,0
0.010598371,1
0.002154312,0
0.0019085346,0
0.0019419518,0
0.0020892764,0
0.01317561,1
0.010910076,1
0.001942092,0
0.0018990743,0
0.0036699385,0
0.0022187694,0
0.009278847,1
0.010449117,1
0.010646782,1
0.0056817196,1
0.005027428,1
0.0020497579,0
0.0019116682,1
0.0021644982,1
0.0063086664,1
0.0054164464,1
0.0019168898,0
0.0019092665,0
0.012502685,1
0.0019629262,0
0.00610139,1
0.003683078,1
0.009947358,1
0.007219021,1
0.003230607,1
0.0019151373,0
0.012910513,1
0.0037703675,0
0.001905188,0
0.0019550289,0
0.0019083354,0
0.009865122,1
0.001919753,0
0.012594986,1
0.0019102582,0
0.0019069423,0
0.0034485648,1
0.001923766,0
0.0036677343,0
0.004312238,0
0.0019173946,0
0.0018658893,0
0.0018780562,0
0.005451163,1
0.0068406374,1
0.0026588396,1
0.0026580647,0
0.0019173017,0
0.0024605235,0
0.0019084032,0
0.0019114091,0
0.002076802,1
0.0015622554,0
0.005337345,1
0.0020156798,0
0.014586476,1
0.0037898696,1
0.0019215144,0
0.010876058,1
0.011179915,1
0.011721031,1
0.0021076207,0
0.0019244348,0
0.0019042218,0
0.01472453,1
0.0022144106,1
0.0019028258,0
0.00664284,1
0.0059325327,1
0.005858433,1
0.0022697821,1
0.0019662266,0
0.0027235062,1
0.0019064946,0
0.0019212295,0
0.0021907822,0
0.0019132104,0
0.005817664,1
0.007554197,1
0.0019540868,0
0.010336385,1
0.01183685,1
0.005849528,1
0.0020350805,0
0.007116854,1
0.0053252024,1
0.0019065315,0
0.012690751,1
0.011460729,1
0.0019242367,0
0.0059971083,1
0.0021419693,0
0.0019056178,0
0.0020107415,0
0.008975449,1
0.00648859,1
0.0019280559,0
0.0048629,1
0.0019148275,0
0.010619795,1
0.009535231,1
0.001904704,0
0.0028316807,1
0.0019116759,0
0.0102572935,1
0.0019107355,0
0.0019191406,0
0.004740669,1
0.0019051529,0
0.0019004318,0
0.0019092382,0
0.002083497,0
0.0019372134,0
0.0021098123,1
0.007465616,0
0.0019049797,0
0.0019139292,0
0.006529697,1
0.001912696,0
0.0019836908,0
0.001903546,0
0.010722914,1
0.011204121,1
0.013041172,1
0.0021100107,0
0.0019212422,0
0.0019050738,0
0.009027139,1
