preds,labels
0.35441384,0
0.20447153,0
0.24220641,0
0.2732317,0
0.25075108,0
0.3167379,0
0.31761178,0
0.25297305,0
0.16426362,0
0.28479236,0
0.28411147,0
0.3037679,0
0.32924092,0
0.3178944,0
0.25389284,0
0.2932394,0
0.38294098,0
0.41966262,0
0.2958964,0
0.32290316,0
0.15797237,0
0.26931778,0
0.30897734,0
0.3976313,0
0.13333052,0
0.2901308,0
0.34088483,0
0.24627095,0
0.28359276,0
0.3598763,0
0.32198447,0
0.36037883,0
0.26411334,0
0.25776818,0
0.28196403,0
0.22179012,0
0.25087568,0
0.1911866,0
0.20942326,0
0.30469143,0
0.28879994,0
0.29431978,0
0.30087432,0
0.2986458,0
0.3284869,0
0.18080996,0
0.29003614,0
0.35475788,0
0.24107926,0
0.18802252,0
0.31069285,0
0.32455108,0
0.2846147,0
0.32490164,0
0.3421141,0
0.31682166,0
0.33866334,0
0.35941702,0
0.15523562,0
0.22377492,0
0.19374432,0
0.3416472,0
0.35222954,0
0.32074407,0
0.33584818,0
0.3812628,0
0.09989319,0
0.38570076,0
0.14312626,0
0.24821258,0
0.34032884,0
0.24776311,0
0.16247848,0
0.20257024,0
0.2176664,0
0.30519313,0
0.09969838,0
0.23101854,0
0.28659478,0
0.21006025,0
0.3518454,0
0.2511702,0
0.1456946,0
0.05158102,0
0.35340184,0
0.27807528,0
0.2232525,0
0.31803185,0
0.19035277,0
0.27635232,0
0.32920414,0
0.30203912,0
0.3290021,0
0.22263439,0
0.26625133,0
0.31354195,0
0.2166013,0
0.32221273,0
0.25642404,0
0.23723732,0
0.30633822,0
0.36248064,0
0.2978753,0
0.25882033,0
0.17248252,0
0.20018163,0
0.08743387,0
0.187748,0
0.3099468,0
0.22678566,0
0.20212817,0
0.30715826,0
0.29958275,0
0.26661023,0
0.2216551,0
0.29980305,0
0.32570824,1
0.34978616,1
0.26625884,1
0.27362487,1
0.44362625,1
0.21669398,1
0.2833733,1
0.38116705,1
0.36549428,1
0.37985268,1
0.31592312,1
0.32519123,1
0.37509552,1
0.13983776,1
0.20592655,1
0.14068583,1
0.33027792,1
0.2793782,1
0.3323273,1
0.42235783,1
0.24911745,1
0.42283192,1
0.3552834,1
0.19000103,1
0.37313733,1
0.3550201,1
0.24313252,1
0.23568062,1
0.25612217,1
0.30939627,1
0.34827605,1
0.36468923,1
0.3411826,1
0.3483336,1
0.40408024,1
0.29730496,1
0.43493396,1
0.20244642,1
0.36635363,1
0.19304973,1
